L,k,j,lo,hi,zeros_Rk_in_[lo,hi)
23,1,0,1,2,0
23,1,1,2,4,0
23,1,2,4,8,0
23,1,3,8,16,0
23,1,4,16,32,4
23,1,5,32,64,13
23,1,6,64,128,35
23,1,7,128,256,86
23,1,8,256,512,203
23,1,9,512,1024,445
23,1,10,1024,2048,939
23,1,11,2048,4096,1948
23,1,12,4096,8192,3985
23,1,13,8192,16384,8066
23,1,14,16384,32768,16245
23,1,15,32768,65536,32629
23,1,16,65536,131072,65396
23,1,17,131072,262144,130933
23,1,18,262144,524288,262012
23,1,19,524288,1048576,524172
23,1,20,1048576,2097152,1048470
23,1,21,2097152,4194304,2097062
23,1,22,4194304,8388608,4194231
23,1,23,8388608,16777216,8388553
23,1,24,16777216,33554432,16777171
23,1,25,33554432,67108864,33554400
23,1,26,67108864,134217728,67108842
23,1,27,134217728,268435456,134217714
23,1,28,268435456,536870912,268435446
23,1,29,536870912,1073741824,536870907
23,1,30,1073741824,2147483648,1073741822
23,1,31,2147483648,4294967296,2147483647
23,1,32,4294967296,5354228880,1059261584
23,2,0,1,2,0
23,2,1,2,4,0
23,2,2,4,8,0
23,2,3,8,16,0
23,2,4,16,32,0
23,2,5,32,64,0
23,2,6,64,128,0
23,2,7,128,256,0
23,2,8,256,512,0
23,2,9,512,1024,0
23,2,10,1024,2048,0
23,2,11,2048,4096,0
23,2,12,4096,8192,2
23,2,13,8192,16384,85
23,2,14,16384,32768,893
23,2,15,32768,65536,6023
23,2,16,65536,131072,23487
23,2,17,131072,262144,71004
23,2,18,262144,524288,183902
23,2,19,524288,1048576,434010
23,2,20,1048576,2097152,947353
23,2,21,2097152,4194304,1994166
23,2,22,4194304,8388608,4097651
23,2,23,8388608,16777216,8307077
23,2,24,16777216,33554432,16705175
23,2,25,33554432,67108864,33499903
23,2,26,67108864,134217728,67069608
23,2,27,134217728,268435456,134191884
23,2,28,268435456,536870912,268416548
23,2,29,536870912,1073741824,536861284
23,2,30,1073741824,2147483648,1073737698
23,2,31,2147483648,4294967296,2147481721
23,2,32,4294967296,5354228880,1059261583
23,3,0,1,2,0
23,3,1,2,4,0
23,3,2,4,8,0
23,3,3,8,16,0
23,3,4,16,32,0
23,3,5,32,64,0
23,3,6,64,128,0
23,3,7,128,256,0
23,3,8,256,512,0
23,3,9,512,1024,0
23,3,10,1024,2048,0
23,3,11,2048,4096,0
23,3,12,4096,8192,0
23,3,13,8192,16384,0
23,3,14,16384,32768,0
23,3,15,32768,65536,0
23,3,16,65536,131072,0
23,3,17,131072,262144,0
23,3,18,262144,524288,0
23,3,19,524288,1048576,0
23,3,20,1048576,2097152,0
23,3,21,2097152,4194304,238
23,3,22,4194304,8388608,43921
23,3,23,8388608,16777216,911762
