L,k,j,lo,hi,zeros_Rk_in_[lo,hi)
9,1,0,1,2,0
9,1,1,2,4,0
9,1,2,4,8,0
9,1,3,8,16,2
9,1,4,16,32,10
9,1,5,32,64,24
9,1,6,64,128,57
9,1,7,128,256,123
9,1,8,256,512,251
9,1,9,512,1024,510
9,1,10,1024,2048,1023
9,1,11,2048,2520,472
9,2,0,1,2,0
9,2,1,2,4,0
9,2,2,4,8,0
9,2,3,8,16,0
9,2,4,16,32,0
9,2,5,32,64,0
9,2,6,64,128,0
9,2,7,128,256,34
9,2,8,256,512,118
9,2,9,512,1024,401
9,2,10,1024,2048,972
9,2,11,2048,2520,471
9,3,0,1,2,0
9,3,1,2,4,0
9,3,2,4,8,0
9,3,3,8,16,0
9,3,4,16,32,0
9,3,5,32,64,0
9,3,6,64,128,0
9,3,7,128,256,0
9,3,8,256,512,0
9,3,9,512,1024,11
9,3,10,1024,2048,442
9,3,11,2048,2520,424
9,4,0,1,2,0
9,4,1,2,4,0
9,4,2,4,8,0
9,4,3,8,16,0
9,4,4,16,32,0
9,4,5,32,64,0
9,4,6,64,128,0
9,4,7,128,256,0
9,4,8,256,512,0
9,4,9,512,1024,0
9,4,10,1024,2048,2
9,4,11,2048,2520,92
9,5,0,1,2,0
9,5,1,2,4,0
9,5,2,4,8,0
9,5,3,8,16,0
9,5,4,16,32,0
9,5,5,32,64,0
9,5,6,64,128,0
9,5,7,128,256,0
9,5,8,256,512,0
9,5,9,512,1024,0
9,5,10,1024,2048,0
9,5,11,2048,2520,0
